tanggal,musim,tahun,bulan,jam,hari_libur,hari,hari_kerja,cuaca,suhu1,suhu2,kelembapan,laju_angin,Penyewa_NonMember,Penyewa_Member,Total_Penyewa
2012-01-02,Semi,2012,Jan,6,Hari_Libur,Senin,Hari_Libur,Cerah,10.66,11.365,41.0,26.0027,0,14,14
2012-01-02,Semi,2012,Jan,7,Hari_Libur,Senin,Hari_Libur,Cerah,9.84,10.605,32.0,26.0027,0,16,16
2012-01-02,Semi,2012,Jan,8,Hari_Libur,Senin,Hari_Libur,Cerah,9.84,11.365,35.0,16.997899999999998,2,51,53
2012-01-02,Semi,2012,Jan,9,Hari_Libur,Senin,Hari_Libur,Cerah,9.84,12.879999999999999,35.0,0.0,15,53,68
2012-01-02,Semi,2012,Jan,10,Hari_Libur,Senin,Hari_Libur,Cerah,10.66,12.120000000000001,35.0,19.0012,20,89,109
2012-01-02,Semi,2012,Jan,11,Hari_Libur,Senin,Hari_Libur,Cerah,10.66,10.605,35.0,32.9975,33,142,175
2012-01-02,Semi,2012,Jan,12,Hari_Libur,Senin,Hari_Libur,Cerah,11.48,13.635,36.0,16.997899999999998,41,161,202
2012-01-02,Semi,2012,Jan,13,Hari_Libur,Senin,Hari_Libur,Cerah,12.299999999999999,13.635,36.0,19.999499999999998,26,150,176
2012-01-02,Semi,2012,Jan,14,Hari_Libur,Senin,Hari_Libur,Cerah,12.299999999999999,13.635,36.0,27.999299999999998,10,141,151
2012-01-02,Semi,2012,Jan,15,Hari_Libur,Senin,Hari_Libur,Cerah,11.48,12.120000000000001,38.0,30.002599999999997,29,139,168
2012-01-02,Semi,2012,Jan,16,Hari_Libur,Senin,Hari_Libur,Cerah,10.66,11.365,35.0,27.999299999999998,10,144,154
2012-01-02,Semi,2012,Jan,17,Hari_Libur,Senin,Hari_Libur,Cerah,10.66,11.365,35.0,26.0027,17,136,153
2012-01-02,Semi,2012,Jan,18,Hari_Libur,Senin,Hari_Libur,Cerah,10.66,12.120000000000001,33.0,16.997899999999998,13,113,126
2012-01-02,Semi,2012,Jan,19,Hari_Libur,Senin,Hari_Libur,Cerah,9.84,11.365,38.0,15.001299999999999,4,89,93
2012-01-02,Semi,2012,Jan,20,Hari_Libur,Senin,Hari_Libur,Cerah,9.84,11.365,41.0,15.001299999999999,5,83,88
2012-01-02,Semi,2012,Jan,21,Hari_Libur,Senin,Hari_Libur,Berawan,9.84,10.605,41.0,22.0028,3,63,66
2012-01-02,Semi,2012,Jan,22,Hari_Libur,Senin,Hari_Libur,Berawan,9.02,10.605,44.0,19.0012,3,36,39
2012-01-02,Semi,2012,Jan,23,Hari_Libur,Senin,Hari_Libur,Cerah,9.02,10.605,44.0,16.997899999999998,2,32,34
2012-01-03,Semi,2012,Jan,0,Hari_Kerja,Selasa,Hari_Kerja,Cerah,8.200000000000001,9.85,51.0,16.997899999999998,0,13,13
2012-01-03,Semi,2012,Jan,1,Hari_Kerja,Selasa,Hari_Kerja,Cerah,7.38,9.09,55.00000000000001,15.001299999999999,1,5,6
2012-01-03,Semi,2012,Jan,2,Hari_Kerja,Selasa,Hari_Kerja,Cerah,7.38,8.334999999999999,51.0,16.997899999999998,0,3,3
2012-01-03,Semi,2012,Jan,3,Hari_Kerja,Selasa,Hari_Kerja,Cerah,6.5600000000000005,6.819999999999999,55.00000000000001,19.0012,0,2,2
2012-01-03,Semi,2012,Jan,4,Hari_Kerja,Selasa,Hari_Kerja,Cerah,6.5600000000000005,7.575,55.00000000000001,16.997899999999998,0,5,5
2012-01-03,Semi,2012,Jan,5,Hari_Kerja,Selasa,Hari_Kerja,Cerah,5.74,6.819999999999999,54.0,12.998000000000001,0,12,12
2012-01-03,Semi,2012,Jan,6,Hari_Kerja,Selasa,Hari_Kerja,Cerah,5.74,6.0600000000000005,59.0,19.0012,4,81,85
2012-01-03,Semi,2012,Jan,7,Hari_Kerja,Selasa,Hari_Kerja,Cerah,5.74,6.0600000000000005,59.0,16.997899999999998,2,168,170
2012-01-03,Semi,2012,Jan,8,Hari_Kerja,Selasa,Hari_Kerja,Cerah,6.5600000000000005,6.819999999999999,55.00000000000001,19.0012,5,349,354
2012-01-03,Semi,2012,Jan,9,Hari_Kerja,Selasa,Hari_Kerja,Cerah,6.5600000000000005,6.819999999999999,50.0,19.0012,8,145,153
2012-01-03,Semi,2012,Jan,10,Hari_Kerja,Selasa,Hari_Kerja,Cerah,6.5600000000000005,6.0600000000000005,47.0,31.0009,5,55,60
2012-01-03,Semi,2012,Jan,11,Hari_Kerja,Selasa,Hari_Kerja,Cerah,7.38,6.819999999999999,37.0,35.0008,12,63,75
2012-01-03,Semi,2012,Jan,12,Hari_Kerja,Selasa,Hari_Kerja,Cerah,7.38,6.819999999999999,37.0,35.0008,4,70,74
2012-01-03,Semi,2012,Jan,13,Hari_Kerja,Selasa,Hari_Kerja,Cerah,7.38,6.0600000000000005,34.0,43.9989,5,68,73
2012-01-03,Semi,2012,Jan,14,Hari_Kerja,Selasa,Hari_Kerja,Cerah,6.5600000000000005,6.0600000000000005,43.0,35.0008,7,72,79
2012-01-03,Semi,2012,Jan,15,Hari_Kerja,Selasa,Hari_Kerja,Cerah,6.5600000000000005,6.0600000000000005,37.0,27.999299999999998,9,68,77
2012-01-03,Semi,2012,Jan,16,Hari_Kerja,Selasa,Hari_Kerja,Cerah,5.74,4.545,39.0,39.000699999999995,7,129,136
2012-01-03,Semi,2012,Jan,17,Hari_Kerja,Selasa,Hari_Kerja,Cerah,5.74,5.305,26.0,31.0009,4,241,245
2012-01-03,Semi,2012,Jan,18,Hari_Kerja,Selasa,Hari_Kerja,Cerah,5.74,4.545,26.0,35.0008,10,214,224
2012-01-03,Semi,2012,Jan,19,Hari_Kerja,Selasa,Hari_Kerja,Cerah,4.92,4.545,28.000000000000004,27.999299999999998,4,152,156
2012-01-03,Semi,2012,Jan,20,Hari_Kerja,Selasa,Hari_Kerja,Cerah,4.92,6.0600000000000005,33.0,16.997899999999998,0,115,115
2012-01-03,Semi,2012,Jan,21,Hari_Kerja,Selasa,Hari_Kerja,Cerah,4.1000000000000005,5.305,36.0,15.001299999999999,2,66,68
2012-01-03,Semi,2012,Jan,22,Hari_Kerja,Selasa,Hari_Kerja,Cerah,4.1000000000000005,5.305,46.0,16.997899999999998,0,33,33
2012-01-03,Semi,2012,Jan,23,Hari_Kerja,Selasa,Hari_Kerja,Cerah,4.1000000000000005,3.7900000000000005,46.0,26.0027,0,18,18
2012-01-04,Semi,2012,Jan,0,Hari_Kerja,Rabu,Hari_Kerja,Cerah,3.2800000000000002,3.0300000000000002,42.0,22.0028,0,9,9
2012-01-04,Semi,2012,Jan,1,Hari_Kerja,Rabu,Hari_Kerja,Cerah,1.6400000000000001,1.5150000000000001,38.0,19.999499999999998,0,3,3
2012-01-04,Semi,2012,Jan,2,Hari_Kerja,Rabu,Hari_Kerja,Cerah,0.8200000000000001,0.76,34.0,19.0012,0,1,1
2012-01-04,Semi,2012,Jan,3,Hari_Kerja,Rabu,Hari_Kerja,Cerah,0.8200000000000001,0.76,34.0,19.0012,0,1,1
2012-01-04,Semi,2012,Jan,4,Hari_Kerja,Rabu,Hari_Kerja,Cerah,0.8200000000000001,2.275,41.0,12.998000000000001,0,2,2
2012-01-04,Semi,2012,Jan,5,Hari_Kerja,Rabu,Hari_Kerja,Cerah,0.8200000000000001,2.275,41.0,12.998000000000001,0,14,14
2012-01-04,Semi,2012,Jan,6,Hari_Kerja,Rabu,Hari_Kerja,Cerah,0.8200000000000001,2.275,41.0,11.0014,0,59,59
2012-01-04,Semi,2012,Jan,7,Hari_Kerja,Rabu,Hari_Kerja,Cerah,0.8200000000000001,2.275,44.0,12.998000000000001,1,151,152
2012-01-04,Semi,2012,Jan,8,Hari_Kerja,Rabu,Hari_Kerja,Cerah,0.8200000000000001,3.0300000000000002,44.0,8.9981,5,310,315
2012-01-04,Semi,2012,Jan,9,Hari_Kerja,Rabu,Hari_Kerja,Cerah,1.6400000000000001,3.0300000000000002,45.0,8.9981,7,173,180
2012-01-04,Semi,2012,Jan,10,Hari_Kerja,Rabu,Hari_Kerja,Cerah,2.46,5.305,45.0,0.0,7,57,64
2012-01-04,Semi,2012,Jan,11,Hari_Kerja,Rabu,Hari_Kerja,Berawan,3.2800000000000002,6.0600000000000005,42.0,6.0032,6,40,46
2012-01-04,Semi,2012,Jan,12,Hari_Kerja,Rabu,Hari_Kerja,Berawan,4.1000000000000005,5.305,46.0,12.998000000000001,9,75,84
2012-01-04,Semi,2012,Jan,13,Hari_Kerja,Rabu,Hari_Kerja,Berawan,5.74,6.0600000000000005,43.0,16.997899999999998,9,82,91
2012-01-04,Semi,2012,Jan,14,Hari_Kerja,Rabu,Hari_Kerja,Berawan,5.74,6.0600000000000005,46.0,16.997899999999998,6,69,75
2012-01-04,Semi,2012,Jan,15,Hari_Kerja,Rabu,Hari_Kerja,Berawan,7.38,7.575,37.0,22.0028,9,81,90
2012-01-04,Semi,2012,Jan,16,Hari_Kerja,Rabu,Hari_Kerja,Berawan,7.38,8.334999999999999,40.0,19.0012,8,123,131
2012-01-04,Semi,2012,Jan,17,Hari_Kerja,Rabu,Hari_Kerja,Berawan,8.200000000000001,9.85,40.0,12.998000000000001,9,272,281
2012-01-04,Semi,2012,Jan,18,Hari_Kerja,Rabu,Hari_Kerja,Berawan,8.200000000000001,10.605,37.0,8.9981,9,280,289
2012-01-04,Semi,2012,Jan,19,Hari_Kerja,Rabu,Hari_Kerja,Berawan,8.200000000000001,11.365,40.0,7.0015,2,182,184
2012-01-04,Semi,2012,Jan,20,Hari_Kerja,Rabu,Hari_Kerja,Berawan,8.200000000000001,9.85,40.0,12.998000000000001,2,121,123
2012-01-04,Semi,2012,Jan,21,Hari_Kerja,Rabu,Hari_Kerja,Berawan,8.200000000000001,12.879999999999999,44.0,0.0,2,88,90
2012-01-04,Semi,2012,Jan,22,Hari_Kerja,Rabu,Hari_Kerja,Berawan,8.200000000000001,11.365,47.0,6.0032,4,48,52
2012-01-04,Semi,2012,Jan,23,Hari_Kerja,Rabu,Hari_Kerja,Berawan,8.200000000000001,11.365,44.0,7.0015,0,32,32
2012-01-05,Semi,2012,Jan,0,Hari_Kerja,Kamis,Hari_Kerja,Berawan,9.02,11.365,47.0,12.998000000000001,1,13,14
2012-01-05,Semi,2012,Jan,1,Hari_Kerja,Kamis,Hari_Kerja,Cerah,8.200000000000001,11.365,51.0,6.0032,0,5,5
2012-01-05,Semi,2012,Jan,2,Hari_Kerja,Kamis,Hari_Kerja,Cerah,8.200000000000001,11.365,51.0,6.0032,0,4,4
2012-01-05,Semi,2012,Jan,3,Hari_Kerja,Kamis,Hari_Kerja,Cerah,8.200000000000001,12.879999999999999,61.0,0.0,0,4,4
2012-01-05,Semi,2012,Jan,4,Hari_Kerja,Kamis,Hari_Kerja,Berawan,8.200000000000001,11.365,59.0,6.0032,0,5,5
2012-01-05,Semi,2012,Jan,5,Hari_Kerja,Kamis,Hari_Kerja,Berawan,8.200000000000001,11.365,59.0,6.0032,0,26,26
2012-01-05,Semi,2012,Jan,6,Hari_Kerja,Kamis,Hari_Kerja,Berawan,8.200000000000001,10.605,75.0,8.9981,0,78,78
2012-01-05,Semi,2012,Jan,7,Hari_Kerja,Kamis,Hari_Kerja,Berawan,8.200000000000001,11.365,69.0,6.0032,3,212,215
2012-01-05,Semi,2012,Jan,8,Hari_Kerja,Kamis,Hari_Kerja,Berawan,8.200000000000001,12.879999999999999,75.0,0.0,11,377,388
2012-01-05,Semi,2012,Jan,9,Hari_Kerja,Kamis,Hari_Kerja,Berawan,9.02,13.635,69.0,0.0,7,220,227
2012-01-05,Semi,2012,Jan,10,Hari_Kerja,Kamis,Hari_Kerja,Berawan,9.84,12.879999999999999,52.0,6.0032,5,81,86
2012-01-05,Semi,2012,Jan,11,Hari_Kerja,Kamis,Hari_Kerja,Cerah,12.299999999999999,16.665,49.0,0.0,6,78,84
2012-01-05,Semi,2012,Jan,12,Hari_Kerja,Kamis,Hari_Kerja,Cerah,12.299999999999999,14.395,49.0,16.997899999999998,6,114,120
2012-01-05,Semi,2012,Jan,13,Hari_Kerja,Kamis,Hari_Kerja,Cerah,13.940000000000001,15.15,42.0,19.999499999999998,6,112,118
2012-01-05,Semi,2012,Jan,14,Hari_Kerja,Kamis,Hari_Kerja,Cerah,13.940000000000001,15.909999999999998,39.0,19.0012,13,104,117
2012-01-05,Semi,2012,Jan,15,Hari_Kerja,Kamis,Hari_Kerja,Cerah,14.76,16.665,34.0,19.0012,6,113,119
2012-01-05,Semi,2012,Jan,16,Hari_Kerja,Kamis,Hari_Kerja,Cerah,14.76,16.665,34.0,19.0012,19,178,197
2012-01-05,Semi,2012,Jan,17,Hari_Kerja,Kamis,Hari_Kerja,Berawan,14.76,17.424999999999997,34.0,12.998000000000001,19,393,412
2012-01-05,Semi,2012,Jan,18,Hari_Kerja,Kamis,Hari_Kerja,Cerah,13.940000000000001,16.665,36.0,11.0014,9,374,383
2012-01-05,Semi,2012,Jan,19,Hari_Kerja,Kamis,Hari_Kerja,Cerah,13.940000000000001,17.424999999999997,34.0,6.0032,10,255,265
2012-01-05,Semi,2012,Jan,20,Hari_Kerja,Kamis,Hari_Kerja,Cerah,12.299999999999999,16.665,49.0,0.0,5,172,177
2012-01-05,Semi,2012,Jan,21,Hari_Kerja,Kamis,Hari_Kerja,Cerah,10.66,13.635,60.0,8.9981,9,88,97
2012-01-05,Semi,2012,Jan,22,Hari_Kerja,Kamis,Hari_Kerja,Cerah,10.66,12.879999999999999,60.0,11.0014,1,70,71
2012-01-05,Semi,2012,Jan,23,Hari_Kerja,Kamis,Hari_Kerja,Cerah,9.84,12.879999999999999,70.0,7.0015,4,56,60
2012-01-06,Semi,2012,Jan,0,Hari_Kerja,Jumat,Hari_Kerja,Cerah,9.02,12.879999999999999,75.0,6.0032,1,24,25
2012-01-06,Semi,2012,Jan,1,Hari_Kerja,Jumat,Hari_Kerja,Cerah,9.02,13.635,75.0,0.0,2,6,8
2012-01-06,Semi,2012,Jan,2,Hari_Kerja,Jumat,Hari_Kerja,Cerah,9.02,11.365,69.0,11.0014,2,3,5
2012-01-06,Semi,2012,Jan,3,Hari_Kerja,Jumat,Hari_Kerja,Cerah,9.02,12.120000000000001,69.0,7.0015,1,3,4
2012-01-06,Semi,2012,Jan,4,Hari_Kerja,Jumat,Hari_Kerja,Cerah,9.02,11.365,69.0,8.9981,0,3,3
2012-01-06,Semi,2012,Jan,5,Hari_Kerja,Jumat,Hari_Kerja,Berawan,8.200000000000001,10.605,80.0,8.9981,0,13,13
2012-01-06,Semi,2012,Jan,6,Hari_Kerja,Jumat,Hari_Kerja,Berawan,9.02,12.120000000000001,73.0,7.0015,1,69,70
2012-01-06,Semi,2012,Jan,7,Hari_Kerja,Jumat,Hari_Kerja,Berawan,9.84,14.395,65.0,0.0,4,201,205
2012-01-06,Semi,2012,Jan,8,Hari_Kerja,Jumat,Hari_Kerja,Cerah,9.84,12.120000000000001,70.0,8.9981,11,436,447
2012-01-06,Semi,2012,Jan,9,Hari_Kerja,Jumat,Hari_Kerja,Cerah,9.84,12.120000000000001,70.0,11.0014,4,237,241
2012-01-06,Semi,2012,Jan,10,Hari_Kerja,Jumat,Hari_Kerja,Cerah,10.66,12.879999999999999,65.0,12.998000000000001,14,102,116
2012-01-06,Semi,2012,Jan,11,Hari_Kerja,Jumat,Hari_Kerja,Cerah,12.299999999999999,15.15,56.00000000000001,11.0014,8,130,138
2012-01-06,Semi,2012,Jan,12,Hari_Kerja,Jumat,Hari_Kerja,Cerah,14.76,16.665,50.0,16.997899999999998,23,168,191
2012-01-06,Semi,2012,Jan,13,Hari_Kerja,Jumat,Hari_Kerja,Cerah,16.400000000000002,20.455000000000002,43.0,19.0012,16,188,204
2012-01-06,Semi,2012,Jan,14,Hari_Kerja,Jumat,Hari_Kerja,Cerah,18.86,22.725,36.0,12.998000000000001,26,152,178
2012-01-06,Semi,2012,Jan,15,Hari_Kerja,Jumat,Hari_Kerja,Cerah,21.32,25.0,27.0,16.997899999999998,44,178,222
2012-01-06,Semi,2012,Jan,16,Hari_Kerja,Jumat,Hari_Kerja,Cerah,21.32,25.0,27.0,19.0012,35,259,294
2012-01-06,Semi,2012,Jan,17,Hari_Kerja,Jumat,Hari_Kerja,Cerah,18.86,22.725,36.0,15.001299999999999,20,456,476
2012-01-06,Semi,2012,Jan,18,Hari_Kerja,Jumat,Hari_Kerja,Cerah,20.5,24.240000000000002,28.999999999999996,16.997899999999998,28,391,419
2012-01-06,Semi,2012,Jan,19,Hari_Kerja,Jumat,Hari_Kerja,Cerah,18.86,22.725,33.0,19.0012,11,261,272
2012-01-06,Semi,2012,Jan,20,Hari_Kerja,Jumat,Hari_Kerja,Cerah,17.22,21.21,41.0,12.998000000000001,14,163,177
2012-01-06,Semi,2012,Jan,21,Hari_Kerja,Jumat,Hari_Kerja,Cerah,16.400000000000002,20.455000000000002,43.0,15.001299999999999,17,137,154
2012-01-06,Semi,2012,Jan,22,Hari_Kerja,Jumat,Hari_Kerja,Cerah,14.76,17.424999999999997,50.0,12.998000000000001,12,123,135
2012-01-06,Semi,2012,Jan,23,Hari_Kerja,Jumat,Hari_Kerja,Cerah,14.76,18.94,50.0,0.0,13,88,101
2012-01-07,Semi,2012,Jan,0,Hari_Kerja,Sabtu,Hari_Libur,Cerah,14.76,17.424999999999997,50.0,11.0014,2,77,79
2012-01-07,Semi,2012,Jan,1,Hari_Kerja,Sabtu,Hari_Libur,Cerah,15.58,19.695,46.0,11.0014,6,56,62
2012-01-07,Semi,2012,Jan,2,Hari_Kerja,Sabtu,Hari_Libur,Cerah,14.76,18.18,50.0,7.0015,2,36,38
2012-01-07,Semi,2012,Jan,3,Hari_Kerja,Sabtu,Hari_Libur,Cerah,13.120000000000001,16.665,56.99999999999999,7.0015,1,19,20
2012-01-07,Semi,2012,Jan,4,Hari_Kerja,Sabtu,Hari_Libur,Cerah,13.120000000000001,16.665,56.99999999999999,6.0032,1,9,10
2012-01-07,Semi,2012,Jan,5,Hari_Kerja,Sabtu,Hari_Libur,Cerah,10.66,13.635,75.0,7.0015,2,7,9
2012-01-07,Semi,2012,Jan,6,Hari_Kerja,Sabtu,Hari_Libur,Cerah,10.66,13.635,75.0,7.0015,0,7,7
2012-01-07,Semi,2012,Jan,7,Hari_Kerja,Sabtu,Hari_Libur,Cerah,9.02,11.365,87.0,12.998000000000001,0,20,20
2012-01-07,Semi,2012,Jan,8,Hari_Kerja,Sabtu,Hari_Libur,Cerah,9.84,12.879999999999999,75.0,7.0015,0,64,64
2012-01-07,Semi,2012,Jan,9,Hari_Kerja,Sabtu,Hari_Libur,Cerah,9.02,11.365,80.0,8.9981,14,116,130
2012-01-07,Semi,2012,Jan,10,Hari_Kerja,Sabtu,Hari_Libur,Cerah,11.48,15.15,75.0,6.0032,43,160,203
2012-01-07,Semi,2012,Jan,11,Hari_Kerja,Sabtu,Hari_Libur,Cerah,13.940000000000001,15.909999999999998,56.99999999999999,15.001299999999999,74,250,324
2012-01-07,Semi,2012,Jan,12,Hari_Kerja,Sabtu,Hari_Libur,Cerah,16.400000000000002,20.455000000000002,43.0,15.001299999999999,100,276,376
2012-01-07,Semi,2012,Jan,13,Hari_Kerja,Sabtu,Hari_Libur,Cerah,18.04,21.97,44.0,12.998000000000001,149,296,445
2012-01-07,Semi,2012,Jan,14,Hari_Kerja,Sabtu,Hari_Libur,Cerah,20.5,24.240000000000002,42.0,19.0012,156,356,512
2012-01-07,Semi,2012,Jan,15,Hari_Kerja,Sabtu,Hari_Libur,Cerah,23.779999999999998,27.275,37.0,19.999499999999998,132,317,449
2012-01-07,Semi,2012,Jan,16,Hari_Kerja,Sabtu,Hari_Libur,Berawan,22.96,26.515,37.0,19.0012,133,268,401
2012-01-07,Semi,2012,Jan,17,Hari_Kerja,Sabtu,Hari_Libur,Berawan,22.14,25.759999999999998,43.0,8.9981,87,235,322
2012-01-07,Semi,2012,Jan,18,Hari_Kerja,Sabtu,Hari_Libur,Cerah,22.14,25.759999999999998,45.0,8.9981,49,248,297
2012-01-07,Semi,2012,Jan,19,Hari_Kerja,Sabtu,Hari_Libur,Cerah,21.32,25.0,42.0,7.0015,44,171,215
2012-01-07,Semi,2012,Jan,20,Hari_Kerja,Sabtu,Hari_Libur,Cerah,20.5,24.240000000000002,39.0,16.997899999999998,21,149,170
2012-01-07,Semi,2012,Jan,21,Hari_Kerja,Sabtu,Hari_Libur,Cerah,18.04,21.97,44.0,15.001299999999999,22,118,140
2012-01-07,Semi,2012,Jan,22,Hari_Kerja,Sabtu,Hari_Libur,Cerah,18.04,21.97,38.0,16.997899999999998,16,93,109
2012-01-07,Semi,2012,Jan,23,Hari_Kerja,Sabtu,Hari_Libur,Cerah,17.22,21.21,38.0,15.001299999999999,16,103,119
2012-01-08,Semi,2012,Jan,0,Hari_Kerja,Minggu,Hari_Libur,Cerah,15.58,19.695,40.0,19.0012,14,77,91
2012-01-08,Semi,2012,Jan,1,Hari_Kerja,Minggu,Hari_Libur,Cerah,13.940000000000001,16.665,42.0,12.998000000000001,10,62,72
2012-01-08,Semi,2012,Jan,2,Hari_Kerja,Minggu,Hari_Libur,Cerah,14.76,16.665,37.0,19.0012,10,57,67
2012-01-08,Semi,2012,Jan,3,Hari_Kerja,Minggu,Hari_Libur,Cerah,13.940000000000001,16.665,42.0,8.9981,6,26,32
2012-01-08,Semi,2012,Jan,4,Hari_Kerja,Minggu,Hari_Libur,Cerah,13.120000000000001,15.15,49.0,16.997899999999998,2,4,6
2012-01-08,Semi,2012,Jan,5,Hari_Kerja,Minggu,Hari_Libur,Berawan,13.120000000000001,16.665,49.0,7.0015,0,2,2
2012-01-08,Semi,2012,Jan,6,Hari_Kerja,Minggu,Hari_Libur,Berawan,12.299999999999999,16.665,52.0,0.0,0,2,2
2012-01-08,Semi,2012,Jan,7,Hari_Kerja,Minggu,Hari_Libur,Berawan,12.299999999999999,16.665,52.0,0.0,1,23,24
2012-01-08,Semi,2012,Jan,8,Hari_Kerja,Minggu,Hari_Libur,Cerah,12.299999999999999,15.15,52.0,8.9981,4,53,57
2012-01-08,Semi,2012,Jan,9,Hari_Kerja,Minggu,Hari_Libur,Cerah,13.120000000000001,16.665,53.0,8.9981,23,102,125
2012-01-08,Semi,2012,Jan,10,Hari_Kerja,Minggu,Hari_Libur,Cerah,13.940000000000001,16.665,49.0,11.0014,27,181,208
2012-01-08,Semi,2012,Jan,11,Hari_Kerja,Minggu,Hari_Libur,Cerah,14.76,17.424999999999997,46.0,15.001299999999999,55,201,256
2012-01-08,Semi,2012,Jan,12,Hari_Kerja,Minggu,Hari_Libur,Cerah,15.58,19.695,43.0,15.001299999999999,78,273,351
2012-01-08,Semi,2012,Jan,13,Hari_Kerja,Minggu,Hari_Libur,Cerah,16.400000000000002,20.455000000000002,37.0,19.999499999999998,77,266,343
2012-01-08,Semi,2012,Jan,14,Hari_Kerja,Minggu,Hari_Libur,Cerah,16.400000000000002,20.455000000000002,40.0,12.998000000000001,75,253,328
2012-01-08,Semi,2012,Jan,15,Hari_Kerja,Minggu,Hari_Libur,Cerah,16.400000000000002,20.455000000000002,37.0,19.0012,89,241,330
2012-01-08,Semi,2012,Jan,16,Hari_Kerja,Minggu,Hari_Libur,Cerah,16.400000000000002,20.455000000000002,37.0,19.999499999999998,58,256,314
