tanggal,musim,tahun,bulan,jam,hari_libur,hari,hari_kerja,cuaca,suhu1,suhu2,kelembapan,laju_angin,Penyewa_NonMember,Penyewa_Member,Total_Penyewa
2011-01-04,Semi,2011,Jan,6,Hari_Kerja,Selasa,Hari_Kerja,Cerah,4.92,7.575,74.0,7.0015,0,36,36
2011-01-04,Semi,2011,Jan,7,Hari_Kerja,Selasa,Hari_Kerja,Cerah,4.92,7.575,74.0,8.9981,2,92,94
2011-01-04,Semi,2011,Jan,8,Hari_Kerja,Selasa,Hari_Kerja,Cerah,5.74,7.575,69.0,11.0014,2,177,179
2011-01-04,Semi,2011,Jan,9,Hari_Kerja,Selasa,Hari_Kerja,Cerah,6.5600000000000005,7.575,64.0,15.001299999999999,2,98,100
2011-01-04,Semi,2011,Jan,10,Hari_Kerja,Selasa,Hari_Kerja,Berawan,6.5600000000000005,6.819999999999999,69.0,22.0028,5,37,42
2011-01-04,Semi,2011,Jan,11,Hari_Kerja,Selasa,Hari_Kerja,Cerah,9.02,10.605,51.0,19.999499999999998,7,50,57
2011-01-04,Semi,2011,Jan,12,Hari_Kerja,Selasa,Hari_Kerja,Cerah,9.02,11.365,51.0,11.0014,12,66,78
2011-01-04,Semi,2011,Jan,13,Hari_Kerja,Selasa,Hari_Kerja,Cerah,9.84,11.365,56.00000000000001,12.998000000000001,18,79,97
2011-01-04,Semi,2011,Jan,14,Hari_Kerja,Selasa,Hari_Kerja,Cerah,10.66,12.879999999999999,52.0,15.001299999999999,9,54,63
2011-01-04,Semi,2011,Jan,15,Hari_Kerja,Selasa,Hari_Kerja,Cerah,11.48,13.635,52.0,16.997899999999998,17,48,65
2011-01-04,Semi,2011,Jan,16,Hari_Kerja,Selasa,Hari_Kerja,Cerah,12.299999999999999,14.395,49.0,16.997899999999998,15,68,83
2011-01-04,Semi,2011,Jan,17,Hari_Kerja,Selasa,Hari_Kerja,Cerah,11.48,13.635,48.0,15.001299999999999,10,202,212
2011-01-04,Semi,2011,Jan,18,Hari_Kerja,Selasa,Hari_Kerja,Cerah,10.66,12.879999999999999,48.0,12.998000000000001,3,179,182
2011-01-04,Semi,2011,Jan,19,Hari_Kerja,Selasa,Hari_Kerja,Cerah,9.84,12.879999999999999,48.0,7.0015,2,110,112
2011-01-04,Semi,2011,Jan,20,Hari_Kerja,Selasa,Hari_Kerja,Cerah,9.84,12.879999999999999,48.0,7.0015,1,53,54
2011-01-04,Semi,2011,Jan,21,Hari_Kerja,Selasa,Hari_Kerja,Cerah,9.02,13.635,64.0,0.0,0,48,48
2011-01-04,Semi,2011,Jan,22,Hari_Kerja,Selasa,Hari_Kerja,Cerah,9.02,12.879999999999999,64.0,6.0032,1,34,35
2011-01-04,Semi,2011,Jan,23,Hari_Kerja,Selasa,Hari_Kerja,Cerah,8.200000000000001,11.365,69.0,6.0032,2,9,11
2011-01-05,Semi,2011,Jan,0,Hari_Kerja,Rabu,Hari_Kerja,Cerah,8.200000000000001,12.879999999999999,64.0,0.0,0,6,6
2011-01-05,Semi,2011,Jan,1,Hari_Kerja,Rabu,Hari_Kerja,Cerah,6.5600000000000005,9.85,74.0,6.0032,0,6,6
2011-01-05,Semi,2011,Jan,2,Hari_Kerja,Rabu,Hari_Kerja,Cerah,6.5600000000000005,9.85,74.0,6.0032,0,2,2
2011-01-05,Semi,2011,Jan,4,Hari_Kerja,Rabu,Hari_Kerja,Cerah,9.84,11.365,48.0,15.001299999999999,0,2,2
2011-01-05,Semi,2011,Jan,5,Hari_Kerja,Rabu,Hari_Kerja,Cerah,9.02,11.365,47.0,11.0014,0,3,3
2011-01-05,Semi,2011,Jan,6,Hari_Kerja,Rabu,Hari_Kerja,Cerah,8.200000000000001,9.85,47.0,15.001299999999999,0,33,33
2011-01-05,Semi,2011,Jan,7,Hari_Kerja,Rabu,Hari_Kerja,Cerah,7.38,9.09,43.0,12.998000000000001,1,87,88
2011-01-05,Semi,2011,Jan,8,Hari_Kerja,Rabu,Hari_Kerja,Cerah,8.200000000000001,9.09,40.0,19.999499999999998,3,192,195
2011-01-05,Semi,2011,Jan,9,Hari_Kerja,Rabu,Hari_Kerja,Cerah,9.02,9.85,37.0,22.0028,6,109,115
2011-01-05,Semi,2011,Jan,10,Hari_Kerja,Rabu,Hari_Kerja,Cerah,9.02,9.85,37.0,22.0028,4,53,57
2011-01-05,Semi,2011,Jan,11,Hari_Kerja,Rabu,Hari_Kerja,Cerah,10.66,11.365,33.0,22.0028,12,34,46
2011-01-05,Semi,2011,Jan,12,Hari_Kerja,Rabu,Hari_Kerja,Cerah,10.66,11.365,33.0,22.0028,5,74,79
2011-01-05,Semi,2011,Jan,13,Hari_Kerja,Rabu,Hari_Kerja,Cerah,11.48,12.879999999999999,30.0,19.999499999999998,6,65,71
2011-01-05,Semi,2011,Jan,14,Hari_Kerja,Rabu,Hari_Kerja,Cerah,12.299999999999999,14.395,28.000000000000004,12.998000000000001,10,52,62
2011-01-05,Semi,2011,Jan,15,Hari_Kerja,Rabu,Hari_Kerja,Cerah,12.299999999999999,14.395,28.000000000000004,12.998000000000001,7,55,62
2011-01-05,Semi,2011,Jan,16,Hari_Kerja,Rabu,Hari_Kerja,Cerah,12.299999999999999,15.909999999999998,28.000000000000004,6.0032,4,85,89
2011-01-05,Semi,2011,Jan,17,Hari_Kerja,Rabu,Hari_Kerja,Cerah,9.84,11.365,38.0,12.998000000000001,4,186,190
2011-01-05,Semi,2011,Jan,18,Hari_Kerja,Rabu,Hari_Kerja,Cerah,9.84,12.120000000000001,38.0,8.9981,3,166,169
2011-01-05,Semi,2011,Jan,19,Hari_Kerja,Rabu,Hari_Kerja,Cerah,9.84,12.879999999999999,38.0,7.0015,5,127,132
2011-01-05,Semi,2011,Jan,20,Hari_Kerja,Rabu,Hari_Kerja,Cerah,9.02,11.365,47.0,11.0014,7,82,89
2011-01-05,Semi,2011,Jan,21,Hari_Kerja,Rabu,Hari_Kerja,Cerah,8.200000000000001,9.85,51.0,12.998000000000001,3,40,43
2011-01-05,Semi,2011,Jan,22,Hari_Kerja,Rabu,Hari_Kerja,Cerah,7.38,9.85,55.00000000000001,8.9981,1,41,42
2011-01-05,Semi,2011,Jan,23,Hari_Kerja,Rabu,Hari_Kerja,Cerah,8.200000000000001,12.879999999999999,47.0,0.0,1,18,19
2011-01-06,Semi,2011,Jan,0,Hari_Kerja,Kamis,Hari_Kerja,Cerah,7.38,12.120000000000001,55.00000000000001,0.0,0,11,11
2011-01-06,Semi,2011,Jan,1,Hari_Kerja,Kamis,Hari_Kerja,Cerah,6.5600000000000005,11.365,64.0,0.0,0,4,4
2011-01-06,Semi,2011,Jan,2,Hari_Kerja,Kamis,Hari_Kerja,Cerah,6.5600000000000005,11.365,64.0,0.0,0,2,2
2011-01-06,Semi,2011,Jan,4,Hari_Kerja,Kamis,Hari_Kerja,Berawan,6.5600000000000005,9.85,64.0,6.0032,0,1,1
2011-01-06,Semi,2011,Jan,5,Hari_Kerja,Kamis,Hari_Kerja,Berawan,5.74,9.09,69.0,6.0032,0,4,4
2011-01-06,Semi,2011,Jan,6,Hari_Kerja,Kamis,Hari_Kerja,Berawan,5.74,8.334999999999999,63.0,7.0015,0,36,36
2011-01-06,Semi,2011,Jan,7,Hari_Kerja,Kamis,Hari_Kerja,Berawan,6.5600000000000005,11.365,59.0,0.0,0,95,95
2011-01-06,Semi,2011,Jan,8,Hari_Kerja,Kamis,Hari_Kerja,Cerah,6.5600000000000005,11.365,59.0,0.0,3,216,219
2011-01-06,Semi,2011,Jan,9,Hari_Kerja,Kamis,Hari_Kerja,Berawan,7.38,12.120000000000001,51.0,0.0,6,116,122
2011-01-06,Semi,2011,Jan,10,Hari_Kerja,Kamis,Hari_Kerja,Cerah,8.200000000000001,12.879999999999999,47.0,0.0,3,42,45
2011-01-06,Semi,2011,Jan,11,Hari_Kerja,Kamis,Hari_Kerja,Cerah,9.02,12.879999999999999,44.0,6.0032,2,57,59
2011-01-06,Semi,2011,Jan,12,Hari_Kerja,Kamis,Hari_Kerja,Cerah,10.66,14.395,35.0,0.0,6,78,84
2011-01-06,Semi,2011,Jan,13,Hari_Kerja,Kamis,Hari_Kerja,Cerah,10.66,13.635,35.0,7.0015,12,55,67
2011-01-06,Semi,2011,Jan,14,Hari_Kerja,Kamis,Hari_Kerja,Cerah,11.48,13.635,36.0,11.0014,11,59,70
2011-01-06,Semi,2011,Jan,15,Hari_Kerja,Kamis,Hari_Kerja,Cerah,11.48,13.635,36.0,0.0,8,54,62
2011-01-06,Semi,2011,Jan,16,Hari_Kerja,Kamis,Hari_Kerja,Cerah,10.66,12.879999999999999,38.0,11.0014,12,74,86
2011-01-06,Semi,2011,Jan,17,Hari_Kerja,Kamis,Hari_Kerja,Cerah,9.02,11.365,51.0,11.0014,9,163,172
2011-01-06,Semi,2011,Jan,18,Hari_Kerja,Kamis,Hari_Kerja,Cerah,9.02,11.365,51.0,8.9981,5,158,163
2011-01-06,Semi,2011,Jan,19,Hari_Kerja,Kamis,Hari_Kerja,Cerah,9.02,12.879999999999999,55.00000000000001,6.0032,3,109,112
2011-01-06,Semi,2011,Jan,20,Hari_Kerja,Kamis,Hari_Kerja,Cerah,8.200000000000001,10.605,51.0,11.0014,3,66,69
2011-01-06,Semi,2011,Jan,21,Hari_Kerja,Kamis,Hari_Kerja,Berawan,9.02,10.605,55.00000000000001,15.001299999999999,0,48,48
2011-01-06,Semi,2011,Jan,22,Hari_Kerja,Kamis,Hari_Kerja,Berawan,9.02,10.605,51.0,19.0012,1,51,52
2011-01-06,Semi,2011,Jan,23,Hari_Kerja,Kamis,Hari_Kerja,Berawan,8.200000000000001,9.85,59.0,12.998000000000001,4,19,23
2011-01-07,Semi,2011,Jan,0,Hari_Kerja,Jumat,Hari_Kerja,Berawan,8.200000000000001,9.85,64.0,12.998000000000001,4,13,17
2011-01-07,Semi,2011,Jan,1,Hari_Kerja,Jumat,Hari_Kerja,Berawan,8.200000000000001,9.85,69.0,15.001299999999999,2,5,7
2011-01-07,Semi,2011,Jan,2,Hari_Kerja,Jumat,Hari_Kerja,Berawan,8.200000000000001,9.85,69.0,15.001299999999999,0,1,1
2011-01-07,Semi,2011,Jan,4,Hari_Kerja,Jumat,Hari_Kerja,Berawan,8.200000000000001,10.605,69.0,8.9981,0,1,1
2011-01-07,Semi,2011,Jan,5,Hari_Kerja,Jumat,Hari_Kerja,Hujan_Ringan,9.02,13.635,55.00000000000001,0.0,0,5,5
2011-01-07,Semi,2011,Jan,6,Hari_Kerja,Jumat,Hari_Kerja,Berawan,8.200000000000001,12.879999999999999,69.0,0.0,8,26,34
2011-01-07,Semi,2011,Jan,7,Hari_Kerja,Jumat,Hari_Kerja,Cerah,8.200000000000001,10.605,69.0,8.9981,8,76,84
2011-01-07,Semi,2011,Jan,8,Hari_Kerja,Jumat,Hari_Kerja,Cerah,8.200000000000001,9.85,51.0,16.997899999999998,20,190,210
2011-01-07,Semi,2011,Jan,9,Hari_Kerja,Jumat,Hari_Kerja,Cerah,8.200000000000001,9.09,47.0,19.999499999999998,9,125,134
2011-01-07,Semi,2011,Jan,10,Hari_Kerja,Jumat,Hari_Kerja,Cerah,9.02,9.85,37.0,22.0028,16,47,63
2011-01-07,Semi,2011,Jan,11,Hari_Kerja,Jumat,Hari_Kerja,Berawan,8.200000000000001,9.85,40.0,15.001299999999999,19,48,67
2011-01-07,Semi,2011,Jan,12,Hari_Kerja,Jumat,Hari_Kerja,Berawan,8.200000000000001,9.85,37.0,16.997899999999998,9,50,59
2011-01-07,Semi,2011,Jan,13,Hari_Kerja,Jumat,Hari_Kerja,Berawan,8.200000000000001,9.09,37.0,19.0012,9,64,73
2011-01-07,Semi,2011,Jan,14,Hari_Kerja,Jumat,Hari_Kerja,Berawan,8.200000000000001,9.85,40.0,16.997899999999998,7,43,50
2011-01-07,Semi,2011,Jan,15,Hari_Kerja,Jumat,Hari_Kerja,Berawan,8.200000000000001,10.605,37.0,11.0014,9,63,72
2011-01-07,Semi,2011,Jan,16,Hari_Kerja,Jumat,Hari_Kerja,Berawan,8.200000000000001,10.605,37.0,11.0014,5,82,87
2011-01-07,Semi,2011,Jan,17,Hari_Kerja,Jumat,Hari_Kerja,Berawan,8.200000000000001,12.879999999999999,37.0,0.0,9,178,187
2011-01-07,Semi,2011,Jan,18,Hari_Kerja,Jumat,Hari_Kerja,Cerah,8.200000000000001,11.365,40.0,6.0032,7,116,123
2011-01-07,Semi,2011,Jan,19,Hari_Kerja,Jumat,Hari_Kerja,Cerah,6.5600000000000005,9.85,55.00000000000001,6.0032,3,92,95
2011-01-07,Semi,2011,Jan,20,Hari_Kerja,Jumat,Hari_Kerja,Cerah,7.38,10.605,47.0,7.0015,1,50,51
2011-01-07,Semi,2011,Jan,21,Hari_Kerja,Jumat,Hari_Kerja,Cerah,7.38,9.85,47.0,8.9981,0,39,39
2011-01-07,Semi,2011,Jan,22,Hari_Kerja,Jumat,Hari_Kerja,Berawan,7.38,9.85,43.0,11.0014,2,34,36
2011-01-07,Semi,2011,Jan,23,Hari_Kerja,Jumat,Hari_Kerja,Berawan,7.38,9.85,51.0,11.0014,1,14,15
2011-01-08,Semi,2011,Jan,0,Hari_Kerja,Sabtu,Hari_Libur,Berawan,7.38,9.85,51.0,11.0014,1,24,25
2011-01-08,Semi,2011,Jan,1,Hari_Kerja,Sabtu,Hari_Libur,Berawan,7.38,10.605,55.00000000000001,6.0032,1,15,16
2011-01-08,Semi,2011,Jan,2,Hari_Kerja,Sabtu,Hari_Libur,Berawan,7.38,12.120000000000001,55.00000000000001,0.0,3,13,16
2011-01-08,Semi,2011,Jan,3,Hari_Kerja,Sabtu,Hari_Libur,Hujan_Ringan,7.38,9.85,55.00000000000001,11.0014,0,7,7
2011-01-08,Semi,2011,Jan,4,Hari_Kerja,Sabtu,Hari_Libur,Hujan_Ringan,7.38,9.85,55.00000000000001,11.0014,0,1,1
2011-01-08,Semi,2011,Jan,5,Hari_Kerja,Sabtu,Hari_Libur,Berawan,6.5600000000000005,8.334999999999999,74.0,11.0014,0,5,5
2011-01-08,Semi,2011,Jan,6,Hari_Kerja,Sabtu,Hari_Libur,Berawan,6.5600000000000005,8.334999999999999,74.0,11.0014,0,2,2
2011-01-08,Semi,2011,Jan,7,Hari_Kerja,Sabtu,Hari_Libur,Berawan,6.5600000000000005,9.09,74.0,7.0015,1,8,9
2011-01-08,Semi,2011,Jan,8,Hari_Kerja,Sabtu,Hari_Libur,Hujan_Ringan,6.5600000000000005,9.09,93.0,7.0015,0,15,15
2011-01-08,Semi,2011,Jan,9,Hari_Kerja,Sabtu,Hari_Libur,Hujan_Ringan,6.5600000000000005,9.09,93.0,7.0015,0,20,20
2011-01-08,Semi,2011,Jan,10,Hari_Kerja,Sabtu,Hari_Libur,Berawan,7.38,9.85,80.0,11.0014,5,56,61
2011-01-08,Semi,2011,Jan,11,Hari_Kerja,Sabtu,Hari_Libur,Berawan,8.200000000000001,9.09,69.0,26.0027,2,60,62
2011-01-08,Semi,2011,Jan,12,Hari_Kerja,Sabtu,Hari_Libur,Berawan,8.200000000000001,9.09,59.0,23.9994,8,90,98
2011-01-08,Semi,2011,Jan,13,Hari_Kerja,Sabtu,Hari_Libur,Cerah,8.200000000000001,9.09,44.0,22.0028,7,95,102
2011-01-08,Semi,2011,Jan,14,Hari_Kerja,Sabtu,Hari_Libur,Cerah,8.200000000000001,8.334999999999999,32.0,32.9975,12,83,95
2011-01-08,Semi,2011,Jan,15,Hari_Kerja,Sabtu,Hari_Libur,Cerah,8.200000000000001,8.334999999999999,32.0,30.002599999999997,5,69,74
2011-01-08,Semi,2011,Jan,16,Hari_Kerja,Sabtu,Hari_Libur,Cerah,7.38,6.819999999999999,28.999999999999996,30.002599999999997,8,68,76
2011-01-08,Semi,2011,Jan,17,Hari_Kerja,Sabtu,Hari_Libur,Cerah,6.5600000000000005,6.0600000000000005,37.0,36.9974,5,64,69
2011-01-08,Semi,2011,Jan,18,Hari_Kerja,Sabtu,Hari_Libur,Cerah,5.74,6.0600000000000005,39.0,19.999499999999998,3,52,55
2011-01-08,Semi,2011,Jan,19,Hari_Kerja,Sabtu,Hari_Libur,Cerah,5.74,6.0600000000000005,36.0,16.997899999999998,4,26,30
2011-01-08,Semi,2011,Jan,20,Hari_Kerja,Sabtu,Hari_Libur,Cerah,4.92,6.0600000000000005,36.0,16.997899999999998,0,28,28
2011-01-08,Semi,2011,Jan,21,Hari_Kerja,Sabtu,Hari_Libur,Cerah,4.92,5.305,39.0,23.9994,2,35,37
